TID: [2024-06-20 10:58:26,574]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
TID: [] [] [2024-06-20 10:58:42,362]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state :notificationEventJMSPublisher.xml, Stream validation exception : Stream org.wso2.apimgt.notification.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,362]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state :tokenRevokeEventJMSPublisher.xml, Stream validation exception : Stream org.wso2.apimgt.token.revocation.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,362]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state :tokenRevokeEventJMSPublisher_2.xml, Stream validation exception : Stream org.wso2.apimgt.token.revocation.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,365]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: blockingWso2EventReceiver.xml, Stream validation exception: Stream org.wso2.blocking.request.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,366]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: cacheInvalidationRequestReceiver.xml, Stream validation exception: Stream cache.invalidation.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,366]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: cacheInvalidationWso2EventReceiver.xml, Stream validation exception: Stream org.wso2.apimgt.cache.invalidation.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,366]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: keyMgtWso2EventReceiver.xml, Stream validation exception: Stream org.wso2.apimgt.keymgt.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,366]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: notificationsWSO2EventReceiver.xml, Stream validation exception: Stream org.wso2.apimgt.notification.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,367]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: recommendationWso2EventReceiver.xml, Stream validation exception: Stream org.wso2.apimgt.recommendation.event.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,368]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: throttleEventReceiver.xml, Stream validation exception: Stream org.wso2.throttle.request.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,368]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: throttleWSO2EventReceiver.xml, Stream validation exception: Stream org.wso2.throttle.request.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,368]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event receiver deployment held back and in inactive state: tokenRevocationWso2EventReceiver.xml, Stream validation exception: Stream org.wso2.apimgt.token.revocation.stream:1.0.0 does not exist
TID: [] [] [2024-06-20 10:58:42,483]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : globalCacheInvalidationJMSPublisher.xml
TID: [] [] [2024-06-20 10:58:42,494]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:cache.invalidation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,504]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : globalCacheInvalidationJMSPublisher
TID: [] [] [2024-06-20 10:58:42,515]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: cacheInvalidationRequestReceiver.xml
TID: [] [] [2024-06-20 10:58:42,518]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver cacheInvalidationRequestReceiver
TID: [] [] [2024-06-20 10:58:42,518]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:cache.invalidation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,518]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: cacheInvalidationRequestReceiver
TID: [] [] [2024-06-20 10:58:42,518]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : cache.invalidation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,519]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : EmailPublisher.xml
TID: [] [] [2024-06-20 10:58:42,521]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:id_gov_notify_stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,522]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : EmailPublisher
TID: [] [] [2024-06-20 10:58:42,522]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : id_gov_notify_stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,523]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : cacheInvalidationEventJMSPublisher.xml
TID: [] [] [2024-06-20 10:58:42,524]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.cache.invalidation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,524]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : cacheInvalidationJMSPublisher
TID: [] [] [2024-06-20 10:58:42,524]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: cacheInvalidationWso2EventReceiver.xml
TID: [] [] [2024-06-20 10:58:42,525]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver cacheInvalidationWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,525]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.apimgt.cache.invalidation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,525]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: cacheInvalidationWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,525]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.apimgt.cache.invalidation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : keymgtEventJMSEventPublisher.xml
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.keymgt.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : keymgtEventJMSEventPublisher
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: keyMgtWso2EventReceiver.xml
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver keyMgtWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.apimgt.keymgt.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: keyMgtWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,526]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.apimgt.keymgt.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,527]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : notificationEventJMSPublisher.xml
TID: [] [] [2024-06-20 10:58:42,527]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.notification.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,527]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : notificationJMSPublisher
TID: [] [] [2024-06-20 10:58:42,527]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: notificationsWSO2EventReceiver.xml
TID: [] [] [2024-06-20 10:58:42,528]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver notificationsWSO2EventReceiver
TID: [] [] [2024-06-20 10:58:42,528]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.apimgt.notification.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,528]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: notificationsWSO2EventReceiver
TID: [] [] [2024-06-20 10:58:42,528]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.apimgt.notification.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,528]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : HTTP-recommendationEventPublisher.xml
TID: [] [] [2024-06-20 10:58:42,529]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.recommendation.event.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,530]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : HTTP-recommendationEventPublisher
TID: [] [] [2024-06-20 10:58:42,530]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: recommendationWso2EventReceiver.xml
TID: [] [] [2024-06-20 10:58:42,530]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver recommendationWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,530]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.apimgt.recommendation.event.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,530]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: recommendationWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,530]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.apimgt.recommendation.event.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,531]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : tokenRevokeEventJMSPublisher.xml
TID: [] [] [2024-06-20 10:58:42,532]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.token.revocation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,532]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : tokenRevocationJMSPublisher
TID: [] [] [2024-06-20 10:58:42,532]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : tokenRevokeEventJMSPublisher_2.xml
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.token.revocation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : tokenRevocationJMSPublisher2
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: tokenRevocationWso2EventReceiver.xml
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver tokenRevocationWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.apimgt.token.revocation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: tokenRevocationWso2EventReceiver
TID: [] [] [2024-06-20 10:58:42,533]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.apimgt.token.revocation.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,534]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher.xml
TID: [] [] [2024-06-20 10:58:42,534]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.webhooks.request.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,534]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : asyncWebhooksEventPublisher
TID: [] [] [2024-06-20 10:58:42,534]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher2.xml
TID: [] [] [2024-06-20 10:58:42,535]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.webhooks.request.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,535]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : asyncWebhooksEventPublisher2
TID: [] [] [2024-06-20 10:58:42,535]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher_1.0.0.xml
TID: [] [] [2024-06-20 10:58:42,535]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.webhooks.request.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,536]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : asyncWebhooksEventPublisher-1.0.0
TID: [] [] [2024-06-20 10:58:42,536]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher_1.0.0_2.xml
TID: [] [] [2024-06-20 10:58:42,537]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.apimgt.webhooks.request.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,537]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : asyncWebhooksEventPublisher-1.0.0-2
TID: [] [] [2024-06-20 10:58:42,537]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.apimgt.webhooks.request.stream:1.0.0
TID: [] [] [2024-06-20 10:58:42,537]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : blockingEventJMSPublisher.xml
